probe	gene_hg38	geneType	Composite Element REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate	gene_hg19	hg19_in_hg38	hg38_in_hg19	different_gene_annotation
cg22571217	DAPK1	protein_coding	cg22571217	0.0568203168205376	DAPK1	9	90112519	DAPK1	TRUE	TRUE	FALSE
cg22571530	NFASC	protein_coding	cg22571530	0.368833149403218	NFASC	1	204797929	NFASC	TRUE	TRUE	FALSE
cg22572159	NGF;RP4-663N10.1	protein_coding;antisense	cg22572159	0.517739311444769	NGF	1	115880646	NGF	TRUE	FALSE	TRUE
cg22572214	SLC33A1	protein_coding	cg22572214	0.0276354883505947	SLC33A1	3	155572542	SLC33A1	TRUE	TRUE	FALSE
cg22572779	LINC00518;RP1-290I10.7	lincRNA	cg22572779	NA	C6orf218	6	10434761	C6orf218	FALSE	FALSE	TRUE
cg22573917	WNT1	protein_coding	cg22573917	0.0802734454195941	WNT1	12	49371628	WNT1	TRUE	TRUE	FALSE
cg22575540	TRIM54	protein_coding	cg22575540	0.788643678631932	TRIM54	2	27505625	TRIM54	TRUE	TRUE	FALSE
cg22577136	IKBKE	protein_coding	cg22577136	0.0160945834671502	IKBKE	1	206644165	IKBKE	TRUE	TRUE	FALSE
cg22578204	SYN3;TIMP3	protein_coding	cg22578204	0.105911120285865	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22578610	SSSCA1-AS1	processed_transcript	cg22578610	NA	NA	11	65336227	NA	TRUE	FALSE	TRUE
cg22579849	DCTN3	protein_coding	cg22579849	0.0156789320899163	DCTN3	9	34620091	DCTN3	TRUE	TRUE	FALSE
cg22580173	THBS1	protein_coding	cg22580173	0.0161309751342978	THBS1	15	39873304	THBS1	TRUE	TRUE	FALSE
cg22580353	CTB-171A8.1;PVR	antisense;protein_coding	cg22580353	0.47957587727559	PVR	19	45146900	PVR	TRUE	FALSE	TRUE
cg22580372	TMEM177	protein_coding	cg22580372	0.0133063120206	TMEM177	2	120436899	TMEM177	TRUE	TRUE	FALSE
cg22580512	NCOR2	protein_coding	cg22580512	0.287486275473969	NCOR2	12	125002474	NCOR2	TRUE	TRUE	FALSE
cg22580905	MIP;TIMELESS	protein_coding	cg22580905	0.0156933529323204	TIMELESS	12	56843287	TIMELESS	TRUE	FALSE	TRUE
cg22582569	PPP2R1B	protein_coding	cg22582569	0.0323565450580705	PPP2R1B	11	111636425	PPP2R1B	TRUE	TRUE	FALSE
cg22584138	SLC6A4	protein_coding	cg22584138	0.625674553881205	SLC6A4	17	28562220	SLC6A4	TRUE	TRUE	FALSE
cg22584335	AC074091.1;RP11-158I13.2;ZNF512	miRNA;processed_transcript;protein_coding	cg22584335	0.638039004390754	ZNF512	2	27806067	ZNF512	TRUE	FALSE	TRUE
cg22585269	CHEK2;HSCB	protein_coding	cg22585269	0.0552530311675382	CHEK2;HSCB	22	29137759	CHEK2;HSCB	TRUE	TRUE	FALSE
cg22585988	PVRL4	protein_coding	cg22585988	0.432752302339496	PVRL4	1	161059327	PVRL4	TRUE	TRUE	FALSE
cg22586527	SOX6	protein_coding	cg22586527	0.620731261938988	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22587514	C9orf116;MRPS2	protein_coding	cg22587514	0.0156527091013545	MRPS2;C9orf116	9	138392051	C9orf116;MRPS2	TRUE	TRUE	FALSE
cg22587758	SAA2-SAA4;SAA4	protein_coding	cg22587758	NA	SAA4	11	18258323	SAA4	TRUE	FALSE	TRUE
cg22591065	NABP2	protein_coding	cg22591065	0.0371001312761541	OBFC2B	12	56618214	OBFC2B	FALSE	FALSE	TRUE
cg22593486	NA	.	cg22593486	0.992067692907749	NA	NA	0	NA	TRUE	TRUE	FALSE
cg22593785	C1RL;C1RL-AS1	protein_coding;antisense	cg22593785	0.0188925914292458	C1RL;LOC283314	12	7261970	C1RL;LOC283314	FALSE	FALSE	TRUE
cg22594309	SYT2	protein_coding	cg22594309	0.270658390986663	SYT2	1	202679504	SYT2	TRUE	TRUE	FALSE
cg22598028	RP11-944L7.4;RP11-944L7.5;ZNF197;ZNF660	antisense;protein_coding	cg22598028	0.369392836425089	ZNF660	3	44626492	ZNF660	TRUE	FALSE	TRUE
cg22598563	P4HA2	protein_coding	cg22598563	0.0579402393228952	P4HA2	5	131563921	P4HA2	TRUE	TRUE	FALSE
cg22598744	KIAA2026;MLANA	protein_coding	cg22598744	0.927038682502537	MLANA	9	5890866	MLANA	TRUE	FALSE	TRUE
cg22601215	GSPT2	protein_coding	cg22601215	0.173542993997937	GSPT2	X	51486845	GSPT2	TRUE	TRUE	FALSE
cg22601917	H6PD	protein_coding	cg22601917	NA	H6PD	1	9294274	H6PD	TRUE	TRUE	FALSE
cg22603964	CTC-332L22.1;MAN2A1	lincRNA;protein_coding	cg22603964	0.0180764965035122	MAN2A1	5	109024897	MAN2A1	TRUE	FALSE	TRUE
cg22605063	DBN1	protein_coding	cg22605063	0.494820111275435	DBN1	5	176899801	DBN1	TRUE	TRUE	FALSE
cg22605342	RP11-166B2.8;RSL1D1	antisense;protein_coding	cg22605342	0.016712273553131	RSL1D1	16	11944985	RSL1D1	TRUE	FALSE	TRUE
cg22605643	RGS4	protein_coding	cg22605643	0.212442560735117	RGS4	1	163039012	RGS4	TRUE	TRUE	FALSE
cg22606062	CCNI	protein_coding	cg22606062	0.0156976469664001	CCNI	4	77996244	CCNI	TRUE	TRUE	FALSE
cg22606869	RP11-977B10.2;TUBA1C	antisense;protein_coding	cg22606869	0.00972985748833897	TUBA1C	12	49658703	TUBA1C	TRUE	FALSE	TRUE
cg22607339	MPL	protein_coding	cg22607339	NA	MPL	1	43803159	MPL	TRUE	TRUE	FALSE
cg22609068	CLUHP3;CTD-2358C21.3	transcribed_unprocessed_pseudogene;lincRNA	cg22609068	0.0111533327219946	C16orf67	16	31711784	C16orf67	FALSE	FALSE	TRUE
cg22609576	SPG20;SPG20-AS1	protein_coding;antisense	cg22609576	0.46342503866864	SPG20	13	36920662	SPG20	TRUE	FALSE	TRUE
cg22609784	MSX1	protein_coding	cg22609784	0.649332805939841	MSX1	4	4863678	MSX1	TRUE	TRUE	FALSE
cg22610305	CHRAC1	protein_coding	cg22610305	0.0149234424666817	CHRAC1	8	141521720	CHRAC1	TRUE	TRUE	FALSE
cg22613010	CLCN2;EIF2B5;POLR2H	protein_coding	cg22613010	0.0185248065803168	CLCN2	3	184079172	CLCN2	TRUE	FALSE	TRUE
cg22614355	HTR6	protein_coding	cg22614355	0.0241789261136505	HTR6	1	19991237	HTR6	TRUE	TRUE	FALSE
cg22617367	NKRF	protein_coding	cg22617367	0.0838155782122499	NKRF	X	118740614	NKRF	TRUE	TRUE	FALSE
cg22619018	CSMD1	protein_coding	cg22619018	0.827562963622803	CSMD1	8	4852624	CSMD1	TRUE	TRUE	FALSE
cg22619563	EPHA3	protein_coding	cg22619563	0.163051942645809	EPHA3	3	89156830	EPHA3	TRUE	TRUE	FALSE
cg22620680	PDIA5;SEC22A	protein_coding	cg22620680	0.0297315089553887	SEC22A	3	122920514	SEC22A	TRUE	FALSE	TRUE
cg22621695	DYRK2	protein_coding	cg22621695	NA	DYRK2	12	68042799	DYRK2	TRUE	TRUE	FALSE
cg22621736	FADD	protein_coding	cg22621736	0.01095958983998	FADD	11	70049468	FADD	TRUE	TRUE	FALSE
cg22622495	CDC7	protein_coding	cg22622495	0.0151901407845082	CDC7	1	91966418	CDC7	TRUE	TRUE	FALSE
cg22622686	FAM200A	protein_coding	cg22622686	0.0149711159903435	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22623062	TP53I11	protein_coding	cg22623062	0.0160346329166037	TP53I11	11	44972293	TP53I11	TRUE	TRUE	FALSE
cg22624926	KIAA0391;PSMA6	protein_coding	cg22624926	0.0192488699666414	PSMA6	14	35761401	PSMA6	TRUE	FALSE	TRUE
cg22625415	CTD-2288O8.1;ITGA1;PELO	antisense;protein_coding	cg22625415	0.0319256755056341	ITGA1;PELO	5	52084413	ITGA1;PELO	TRUE	FALSE	TRUE
cg22627427	DKFZP434K028;MYRF	lincRNA;protein_coding	cg22627427	0.87768026868887306	C11orf9;DKFZP434K028	11	61522498	C11orf9;DKFZP434K028	FALSE	FALSE	TRUE
cg22627950	TMED4	protein_coding	cg22627950	0.0174985343426068	TMED4	7	44622302	TMED4	TRUE	TRUE	FALSE
cg22628694	ZNF329	protein_coding	cg22628694	0.940450435820137	ZNF329	19	58663362	ZNF329	TRUE	TRUE	FALSE
cg22628840	HZGJ;PNO1;WDR92	protein_coding	cg22628840	0.0138678080100987	PNO1;WDR92	2	68384458	PNO1;WDR92	TRUE	FALSE	TRUE
cg22628873	GGT6	protein_coding	cg22628873	0.904253951657452	GGT6	17	4464400	GGT6	TRUE	TRUE	FALSE
cg22628926	RNF167;SLC25A11	protein_coding	cg22628926	NA	SLC25A11;RNF167	17	4844700	RNF167;SLC25A11	TRUE	TRUE	FALSE
cg22630160	HIST1H2AB;HIST1H3B	protein_coding	cg22630160	0.0259311790507902	HIST1H3B;HIST1H2AB	6	26033475	HIST1H2AB;HIST1H3B	TRUE	TRUE	FALSE
cg22630748	INHBE	protein_coding	cg22630748	0.70654452592739	INHBE	12	57848870	INHBE	TRUE	TRUE	FALSE
cg22631642	NA	.	cg22631642	0.00744133629971468	NA	NA	0	NA	TRUE	TRUE	FALSE
cg22631938	EIF4E3;GPR27	protein_coding	cg22631938	0.52632680760156	EIF4E3;GPR27	3	71802420	EIF4E3;GPR27	TRUE	TRUE	FALSE
cg22632663	NABP2;RNF41	protein_coding	cg22632663	0.111941150986237	RNF41	12	56615932	RNF41	TRUE	FALSE	TRUE
cg22633722	NA	.	cg22633722	0.173790537350358	CBS	21	44496743	CBS	FALSE	TRUE	TRUE
cg22634689	TMEM121	protein_coding	cg22634689	0.0183484040488231	TMEM121	14	105993363	TMEM121	TRUE	TRUE	FALSE
cg22635155	PDE2A	protein_coding	cg22635155	0.0676901436547018	PDE2A	11	72385075	PDE2A	TRUE	TRUE	FALSE
cg22636253	SSRP1	protein_coding	cg22636253	0.0119401149786829	SSRP1	11	57102965	SSRP1	TRUE	TRUE	FALSE
cg22637507	ALKBH3;RP11-613D13.5	protein_coding;antisense	cg22637507	0.0296725411952917	ALKBH3	11	43902407	ALKBH3	TRUE	FALSE	TRUE
cg22637834	AKT3	protein_coding	cg22637834	0.938469569466816	AKT3	1	244007281	AKT3	TRUE	TRUE	FALSE
cg22637941	WISP1	protein_coding	cg22637941	NA	WISP1	8	134203841	WISP1	TRUE	TRUE	FALSE
cg22638542	SEC22C;SS18L2	protein_coding	cg22638542	0.913756688470012	SEC22C	3	42624573	SEC22C	TRUE	FALSE	TRUE
cg22639768	FAM13C	protein_coding	cg22639768	0.0202954064634468	FAM13C	10	61122535	FAM13C	TRUE	TRUE	FALSE
cg22640452	NR1D1	protein_coding	cg22640452	0.0097943958161145	NR1D1	17	38256967	NR1D1	TRUE	TRUE	FALSE
cg22642718	NA	.	cg22642718	NA	KCNJ12	17	21318837	KCNJ12	FALSE	TRUE	TRUE
cg22643217	KRTAP11-1	protein_coding	cg22643217	0.491157955749367	KRTAP11-1	21	32253964	KRTAP11-1	TRUE	TRUE	FALSE
cg22646528	DTNA	protein_coding	cg22646528	0.0174880550827412	DTNA	18	32073466	DTNA	TRUE	TRUE	FALSE
cg22646710	SYT6	protein_coding	cg22646710	NA	SYT6	1	114696798	SYT6	TRUE	TRUE	FALSE
cg22646937	CTD-2270F17.1;KCNIP1;KCNMB1	antisense;protein_coding	cg22646937	NA	KCNMB1;KCNIP1	5	169816792	KCNIP1;KCNMB1	TRUE	FALSE	TRUE
cg22647018	AGT;RP11-99J16__A.2	protein_coding;antisense	cg22647018	0.874517766117585	AGT	1	230849519	AGT	TRUE	FALSE	TRUE
cg22647507	PEG10	protein_coding	cg22647507	0.915615005087352	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22650146	DUSP10	protein_coding	cg22650146	0.0179114608141037	DUSP10	1	221915355	DUSP10	TRUE	TRUE	FALSE
cg22654935	WDR88	protein_coding	cg22654935	NA	WDR88	19	33621645	WDR88	TRUE	TRUE	FALSE
cg22655224	MT3	protein_coding	cg22655224	0.0209763802168232	MT3	16	56623448	MT3	TRUE	TRUE	FALSE
cg22657536	EDC3	protein_coding	cg22657536	0.0558641458018472	EDC3	15	74988951	EDC3	TRUE	TRUE	FALSE
cg22658979	MMP13	protein_coding	cg22658979	0.47457751827882	MMP13	11	102826469	MMP13	TRUE	TRUE	FALSE
cg22658985	DCAF12	protein_coding	cg22658985	0.0411644549611411	DCAF12	9	34126662	DCAF12	TRUE	TRUE	FALSE
cg22659356	STK39	protein_coding	cg22659356	0.0198718543184053	STK39	2	169104591	STK39	TRUE	TRUE	FALSE
cg22659426	CLN3	protein_coding	cg22659426	0.00914542457861465	CLN3	16	28503060	CLN3	TRUE	TRUE	FALSE
cg22660544	RPS11;SNORD35B	protein_coding;snoRNA	cg22660544	0.0221431945273365	RPS11;SNORD35B	19	49999765	RPS11;SNORD35B	TRUE	TRUE	FALSE
cg22660578	LHX1;RP11-445F12.1	protein_coding;antisense	cg22660578	0.331709863525475	LHX1	17	35294029	LHX1	TRUE	FALSE	TRUE
cg22663080	GCLM	protein_coding	cg22663080	NA	GCLM	1	94375517	GCLM	TRUE	TRUE	FALSE
cg22663117	MRPL12;RP13-1032I1.7;SLC25A10	protein_coding;antisense	cg22663117	0.0219466761325437	MRPL12	17	79670454	MRPL12	TRUE	FALSE	TRUE
cg22665276	ZNF85	protein_coding	cg22665276	0.290738258076623	ZNF85	19	21106120	ZNF85	TRUE	TRUE	FALSE
cg22667787	APTX	protein_coding	cg22667787	NA	APTX	9	33001657	APTX	TRUE	TRUE	FALSE
cg22668533	IFT80;RP11-432B6.3;SMC4	protein_coding	cg22668533	0.0134845370217309	SMC4;IFT80	3	160117570	IFT80;SMC4	TRUE	FALSE	TRUE
cg22670329	CXCL6	protein_coding	cg22670329	0.637354039643701	CXCL6	4	74702075	CXCL6	TRUE	TRUE	FALSE
cg22670349	CCNYL1	protein_coding	cg22670349	0.010867771558419	CCNYL1	2	208576197	CCNYL1	TRUE	TRUE	FALSE
cg22670733	CHRNA3	protein_coding	cg22670733	NA	CHRNA3	15	78914284	CHRNA3	TRUE	TRUE	FALSE
cg22671726	EGLN2;RAB4B-EGLN2	protein_coding	cg22671726	0.00849196233103372	EGLN2	19	41305423	EGLN2	TRUE	FALSE	TRUE
cg22672790	GABRA6	protein_coding	cg22672790	0.403506451758242	GABRA6	5	161112787	GABRA6	TRUE	TRUE	FALSE
cg22674717	SALL1	protein_coding	cg22674717	0.535260253454162	SALL1	16	51185394	SALL1	TRUE	TRUE	FALSE
cg22675150	TUBA3C	protein_coding	cg22675150	0.793699631285584	TUBA3C	13	19755900	TUBA3C	TRUE	TRUE	FALSE
cg22677246	COTL1	protein_coding	cg22677246	0.00836980127162285	COTL1	16	84651094	COTL1	TRUE	TRUE	FALSE
cg22678136	RP11-385H1.1;SNRPN	TEC;protein_coding	cg22678136	0.887592394029568	SNRPN	15	25093521	SNRPN	TRUE	FALSE	TRUE
cg22679003	CDH2	protein_coding	cg22679003	0.383753844206307	CDH2	18	25756510	CDH2	TRUE	TRUE	FALSE
cg22679120	SNX8	protein_coding	cg22679120	NA	SNX8	7	2353402	SNX8	TRUE	TRUE	FALSE
cg22680204	CRMP1	protein_coding	cg22680204	0.519067243655291	CRMP1	4	5895098	CRMP1	TRUE	TRUE	FALSE
cg22680812	EPB42	protein_coding	cg22680812	NA	EPB42	15	43512998	EPB42	TRUE	TRUE	FALSE
cg22681784	SPINK2	protein_coding	cg22681784	0.218477435543576	SPINK2	4	57687546	SPINK2	TRUE	TRUE	FALSE
cg22682953	PTPN11;RPL6	protein_coding	cg22682953	0.0132001846157568	PTPN11	12	112857226	PTPN11	TRUE	FALSE	TRUE
cg22685251	MAP3K4;RP3-428L16.2	protein_coding;antisense	cg22685251	NA	MAP3K4	6	161413652	MAP3K4	TRUE	FALSE	TRUE
cg22685463	POLR2A;ZBTB4	protein_coding	cg22685463	0.0295385360096808	ZBTB4;POLR2A	17	7387363	POLR2A;ZBTB4	TRUE	TRUE	FALSE
cg22686523	RP11-192H23.4;SGK494;SPAG5-AS1	protein_coding;processed_transcript	cg22686523	0.92527777000288	FLJ25006	17	26940926	FLJ25006	FALSE	FALSE	TRUE
cg22688260	DPH3;OXNAD1	protein_coding	cg22688260	0.0126135316466684	OXNAD1;DPH3	3	16306809	DPH3;OXNAD1	TRUE	TRUE	FALSE
cg22689690	ADCY6;RP11-579D7.4	protein_coding;lincRNA	cg22689690	0.0330884085478836	ADCY6	12	49183468	ADCY6	TRUE	FALSE	TRUE
cg22691736	MTRF1	protein_coding	cg22691736	0.0288221630594551	MTRF1	13	41837995	MTRF1	TRUE	TRUE	FALSE
cg22692158	PRB4	protein_coding	cg22692158	0.931729862538103	PRB4	12	11463844	PRB4	TRUE	TRUE	FALSE
cg22699062	HSP90B1;RP11-642P15.1	protein_coding;unitary_pseudogene	cg22699062	0.0366553816361429	LOC253724;HSP90B1	12	104324366	HSP90B1;LOC253724	FALSE	FALSE	TRUE
cg22699362	AC009303.1	antisense	cg22699362	NA	NA	2	118775427	NA	TRUE	FALSE	TRUE
cg22700017	CAMK2N2;ECE2;EIF2B5	protein_coding	cg22700017	0.031098362697016	ECE2;CAMK2N2	3	183979894	CAMK2N2;ECE2	TRUE	FALSE	TRUE
cg22704775	FADS2;FEN1;MIR611;TMEM258	protein_coding;miRNA	cg22704775	0.0110998905395777	MIR611;C11orf10;FEN1	11	61560126	C11orf10;FEN1;MIR611	FALSE	FALSE	TRUE
cg22705225	PDZD2	protein_coding	cg22705225	0.538086898268901	NA	5	31640216	NA	TRUE	FALSE	TRUE
cg22705929	AP000662.4;CLP1;YPEL4	sense_overlapping;protein_coding	cg22705929	0.461395764777486	YPEL4	11	57417974	YPEL4	TRUE	FALSE	TRUE
cg22705954	NR0B1	protein_coding	cg22705954	0.537612091188379	NR0B1	X	30327819	NR0B1	TRUE	TRUE	FALSE
cg22708853	CTD-3148I10.15;CTD-3148I10.9;FLT3LG	processed_transcript;protein_coding	cg22708853	0.0182292701418849	FLT3LG	19	49977670	FLT3LG	TRUE	FALSE	TRUE
cg22708914	SH2D4A	protein_coding	cg22708914	0.0384698354723891	SH2D4A	8	19170890	SH2D4A	TRUE	TRUE	FALSE
cg22709192	HOTAIR;HOXC11	antisense;protein_coding	cg22709192	0.756401075479471	HOXC11	12	54366909	HOXC11	TRUE	FALSE	TRUE
cg22710329	ZFAND4	protein_coding	cg22710329	0.0218214334285056	ANUBL1	10	46168446	ANUBL1	FALSE	FALSE	TRUE
cg22716127	SMAP1	protein_coding	cg22716127	0.0143225675513305	SMAP1	6	71377855	SMAP1	TRUE	TRUE	FALSE
cg22717127	NA	.	cg22717127	0.0114633260479036	NA	NA	0	NA	TRUE	TRUE	FALSE
cg22718139	HMGCS2	protein_coding	cg22718139	0.342343913827687	HMGCS2	1	120311439	HMGCS2	TRUE	TRUE	FALSE
cg22719586	NDOR1;TMEM203;TPRN	protein_coding	cg22719586	0.0109793309595896	NDOR1;TMEM203	9	140099722	NDOR1;TMEM203	TRUE	FALSE	TRUE
cg22719623	OPRM1	protein_coding	cg22719623	0.724855438632062	OPRM1	6	154360732	OPRM1	TRUE	TRUE	FALSE
cg22721186	ATAD2	protein_coding	cg22721186	0.0117686552483507	ATAD2	8	124408918	ATAD2	TRUE	TRUE	FALSE
cg22721827	NTN3	protein_coding	cg22721827	0.109623573371636	NTN3	16	2520958	NTN3	TRUE	TRUE	FALSE
cg22722454	CNDP1	protein_coding	cg22722454	NA	CNDP1	18	72201178	CNDP1	TRUE	TRUE	FALSE
cg22722802	MPV17L;RP11-1021N1.1	protein_coding	cg22722802	0.02153571714578	MPV17L	16	15489542	MPV17L	TRUE	FALSE	TRUE
cg22722822	CHIC2;FIP1L1	protein_coding	cg22722822	0.0223565242301593	CHIC2	4	54931066	CHIC2	TRUE	FALSE	TRUE
cg22723026	ANG;RNASE4;RP11-903H12.5	protein_coding	cg22723026	0.0108839950737747	RNASE4;ANG	14	21152452	ANG;RNASE4	TRUE	FALSE	TRUE
cg22724153	SPAM1	protein_coding	cg22724153	NA	SPAM1	7	123565925	SPAM1	TRUE	TRUE	FALSE
cg22726338	AKNAD1;RP11-475E11.9;SPATA42	protein_coding;antisense	cg22726338	NA	AKNAD1	1	109400450	AKNAD1	TRUE	FALSE	TRUE
cg22727416	ADAM10	protein_coding	cg22727416	0.0178624384421867	ADAM10	15	59041689	ADAM10	TRUE	TRUE	FALSE
cg22728790	CTD-2623N2.11;PIN1	lincRNA;protein_coding	cg22728790	0.0164956580542956	PIN1	19	9945653	PIN1	TRUE	FALSE	TRUE
cg22730004	SPTA1	protein_coding	cg22730004	0.140260526805635	SPTA1	1	158656718	SPTA1	TRUE	TRUE	FALSE
cg22730042	NA	.	cg22730042	NA	U2AF1	21	44528293	U2AF1	FALSE	TRUE	TRUE
cg22730357	PTPN4	protein_coding	cg22730357	0.00961478195529491	PTPN4	2	120517546	PTPN4	TRUE	TRUE	FALSE
cg22730560	NA	.	cg22730560	0.394269187220351	NA	NA	0	NA	TRUE	TRUE	FALSE
cg22730830	PRSS21	protein_coding	cg22730830	0.894319844456434	PRSS21	16	2867434	PRSS21	TRUE	TRUE	FALSE
cg22731373	PCYT1B	protein_coding	cg22731373	0.293278164296898	PCYT1B	X	24665296	PCYT1B	TRUE	TRUE	FALSE
cg22732515	ETHE1;ZNF575	protein_coding	cg22732515	0.049975394805864	ETHE1	19	44031385	ETHE1	TRUE	FALSE	TRUE
cg22732672	AURKA;CSTF1	protein_coding	cg22732672	0.0099962457892917	AURKA;CSTF1	20	54967037	AURKA;CSTF1	TRUE	TRUE	FALSE
cg22733478	GPRIN1	protein_coding	cg22733478	0.0079778306588996	GPRIN1	5	176036806	GPRIN1	TRUE	TRUE	FALSE
cg22734085	WWC2;WWC2-AS2	protein_coding;lincRNA	cg22734085	0.0112392379720602	C4orf38;WWC2	4	184020261	C4orf38;WWC2	FALSE	FALSE	TRUE
cg22734315	ATMIN;RP11-303E16.3	protein_coding;antisense	cg22734315	0.00867645096853499	ATMIN	16	81069742	ATMIN	TRUE	FALSE	TRUE
cg22734480	ABHD8;MRPL34	protein_coding	cg22734480	0.0123020048336386	ABHD8	19	17414346	ABHD8	TRUE	FALSE	TRUE
cg22736107	PSMB4	protein_coding	cg22736107	0.0179480530159315	PSMB4	1	151371972	PSMB4	TRUE	TRUE	FALSE
cg22736323	FIP1L1;PDGFRA	protein_coding	cg22736323	0.318777156333009	PDGFRA	4	55095529	PDGFRA	TRUE	FALSE	TRUE
cg22736354	NHLRC1	protein_coding	cg22736354	0.248332791707127	NHLRC1	6	18122719	NHLRC1	TRUE	TRUE	FALSE
cg22737001	RUNX3	protein_coding	cg22737001	0.269935523778689	RUNX3	1	25257029	RUNX3	TRUE	TRUE	FALSE
cg22740783	CGREF1	protein_coding	cg22740783	0.100367747882495	CGREF1	2	27341458	CGREF1	TRUE	TRUE	FALSE
cg22740835	DDR2	protein_coding	cg22740835	0.879703172939061	DDR2	1	162602559	DDR2	TRUE	TRUE	FALSE
cg22744680	KREMEN2	protein_coding	cg22744680	0.0452223010082847	KREMEN2	16	3014898	KREMEN2	TRUE	TRUE	FALSE
cg22745747	BMX	protein_coding	cg22745747	0.805139215239847	BMX	X	15519107	BMX	TRUE	TRUE	FALSE
cg22747092	NACC2	protein_coding	cg22747092	0.115868810721851	NACC2	9	138987818	NACC2	TRUE	TRUE	FALSE
cg22748452	RP5-850E9.3;SRXN1	protein_coding	cg22748452	0.193945651979727	SRXN1	20	634604	SRXN1	TRUE	FALSE	TRUE
cg22748573	CITED4	protein_coding	cg22748573	0.0589551699816014	CITED4	1	41327924	CITED4	TRUE	TRUE	FALSE
cg22748850	CDC25C;FAM53C	protein_coding	cg22748850	0.0182730245445612	CDC25C	5	137667638	CDC25C	TRUE	FALSE	TRUE
cg22750254	CCDC3	protein_coding	cg22750254	0.247898515214891	CCDC3	10	13043421	CCDC3	TRUE	TRUE	FALSE
cg22751696	C3orf14;PTPRG-AS1	protein_coding;processed_transcript	cg22751696	0.391194745596669	C3orf14	3	62305147	C3orf14	TRUE	FALSE	TRUE
cg22752533	SLC12A5	protein_coding	cg22752533	0.694584370867893	SLC12A5	20	44657948	SLC12A5	TRUE	TRUE	FALSE
cg22753607	ZCCHC7	protein_coding	cg22753607	0.0237305236733962	ZCCHC7	9	37120306	ZCCHC7	TRUE	TRUE	FALSE
cg22753768	BAP1;PHF7	protein_coding	cg22753768	0.0456510425430384	BAP1;PHF7	3	52443424	BAP1;PHF7	TRUE	TRUE	FALSE
cg22757447	IMPACT	protein_coding	cg22757447	0.0700551277625534	IMPACT	18	22006316	IMPACT	TRUE	TRUE	FALSE
cg22759185	PCSK4;REEP6	protein_coding	cg22759185	0.396888083831118	REEP6	19	1492038	REEP6	TRUE	FALSE	TRUE
cg22759686	ARSD	protein_coding	cg22759686	0.0258934242682276	ARSD	X	2847113	ARSD	TRUE	TRUE	FALSE
cg22760576	EYA3	protein_coding	cg22760576	0.0142363580890822	EYA3	1	28415004	EYA3	TRUE	TRUE	FALSE
cg22762180	PERP	protein_coding	cg22762180	0.0113720337967142	PERP	6	138428894	PERP	TRUE	TRUE	FALSE
cg22762309	OTUD6A	protein_coding	cg22762309	0.745705348740592	OTUD6A	X	69282103	OTUD6A	TRUE	TRUE	FALSE
cg22762951	NVL	protein_coding	cg22762951	0.0201729241727968	NVL	1	224518104	NVL	TRUE	TRUE	FALSE
cg22763181	RP11-638I2.4;YY1	antisense;protein_coding	cg22763181	0.0148154083690001	YY1	14	100705159	YY1	TRUE	FALSE	TRUE
cg22764338	PCDH1	protein_coding	cg22764338	0.0347142655229411	PCDH1	5	141257604	PCDH1	TRUE	TRUE	FALSE
cg22764341	ATP10D	protein_coding	cg22764341	0.0378918235241477	ATP10D	4	47487088	ATP10D	TRUE	TRUE	FALSE
cg22764925	GGT1;SNRPD3	protein_coding	cg22764925	0.21752185953634	GGT1	22	24979964	GGT1	TRUE	FALSE	TRUE
cg22766145	BHLHE22;RP11-21C4.1	protein_coding;antisense	cg22766145	0.485587559765062	BHLHE22	8	65492528	BHLHE22	TRUE	FALSE	TRUE
cg22767079	BIVM;KDELC1	protein_coding	cg22767079	0.0137370935917687	KDELC1;BIVM	13	103451338	BIVM;KDELC1	TRUE	TRUE	FALSE
cg22767466	NA	.	cg22767466	0.76889020511834	NA	NA	0	NA	TRUE	TRUE	FALSE
cg22767735	ALDH3A2	protein_coding	cg22767735	0.0171393970380272	ALDH3A2	17	19551663	ALDH3A2	TRUE	TRUE	FALSE
cg22769406	COX6B1	protein_coding	cg22769406	NA	COX6B1	19	36139594	COX6B1	TRUE	TRUE	FALSE
cg22771603	HSPA4;RP11-485M7.2	protein_coding;TEC	cg22771603	0.0174238388369997	HSPA4	5	132387301	HSPA4	TRUE	FALSE	TRUE
cg22772698	ZBP1	protein_coding	cg22772698	NA	ZBP1	20	56195991	ZBP1	TRUE	TRUE	FALSE
cg22772878	AC006538.4;DIRAS1	protein_coding	cg22772878	0.344024981454245	DIRAS1	19	2721800	DIRAS1	TRUE	FALSE	TRUE
cg22774012	HELQ;MRPS18C	protein_coding	cg22774012	0.0141894161216988	MRPS18C;HELQ	4	84376821	HELQ;MRPS18C	TRUE	TRUE	FALSE
cg22774127	COX10;COX10-AS1	protein_coding;processed_transcript	cg22774127	0.0126518552865425	COX10	17	13972928	COX10	TRUE	FALSE	TRUE
cg22774472	COL5A2	protein_coding	cg22774472	0.598637175994253	COL5A2	2	190044636	COL5A2	TRUE	TRUE	FALSE
