Hybridization REF	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05
cg20648108	0.01390054026401	CTTNBP2NL	1	112939192
cg20648149	0.699932433557934	SYNE2	14	64319089
cg20648463	0.0369106728798653	HNRNPH2;GLA	X	100662775
cg20648827	0.352287636952532	MAGEE2	X	75005028
cg20649047	0.0563574384074104	NUMB	14	73925161
cg20649991	0.722493881498163	LILRB5	19	54761127
cg20651453	0.0284686320799475	MAP3K6	1	27693398
cg20651681	0.0476252099822433	GRB10	7	50861418
cg20652640	0.0204544312601148	ZFPM1	16	88520056
cg20652889	0.0304946304793964	UNC84B	22	39151458
cg20654468	0.599027557343312	LPXN	11	58342997
cg20655010	0.0145519328632167	PREPL;C2orf34	2	44589154
cg20655558	0.945196856652699	XPNPEP3;DNAJB7	22	41257839
cg20656116	0.0128791076182325	CD59	11	33757858
cg20657383	0.918696253607559	CEACAM1	19	43033362
cg20657421	0.687093534446694	NA	NA	0
cg20661303	0.5940812435622	LEFTY2	1	226129561
cg20663831	NA	GIMAP2	7	150383154
cg20663980	0.727813669934304	CDX4	X	72667070
cg20664201	0.479801143208038	INHBE	12	57849270
cg20664247	0.272849055091116	PEX10	1	2345475
cg20668607	NA	DNAJC11	1	6762257
cg20669525	0.00923416076210197	GPAA1	8	145137896
cg20670302	0.236091552177646	PSTPIP2	18	43652172
cg20672044	0.931294483951897	HPR	16	72096498
cg20672744	0.00894517527065146	ERICH1	8	681352
cg20673075	0.0834606887412569	STK3	8	99838488
cg20673481	0.121000027839092	KCNS3	2	18059454
cg20673611	0.0178576464658513	TM7SF3	12	27166943
cg20674521	0.459423553449561	KCNJ4	22	38850521
cg20674577	0.68703388954398	PHACTR3	20	58179540
cg20675440	NA	NIP7;COG8	16	69374895
cg20676303	0.954941807647616	GAGE5;GAGE12I;GAGE7;GAGE2A;GAGE2C;GAGE2E;GAGE8;GAGE4;GAGE2D;GAGE12F	X	49217045
cg20676475	0.386529076699984	LCE3D	1	152552494
cg20676542	0.0155864895448845	TRIM25	17	54991456
cg20678353	0.543411786334891	C15orf53	15	38988560
cg20681975	0.0153244571692382	CNPY3	6	42897059
cg20683151	0.422109594351838	TM4SF20	2	228243972
cg20684399	0.0292448446770583	PHF2	9	96338308
cg20684549	0.806187278084332	LPPR3	19	822842
cg20684973	0.0158801031569152	TAF5	10	105127632
cg20687462	0.123650633198017	CCDC102A	16	57570777
cg20688340	0.931005630876931	MMP21	10	127464237
cg20691408	0.0323037885351555	FADS3	11	61659465
cg20691580	NA	APOC3	11	116701044
cg20692181	NA	RETN	19	7733174
cg20692569	0.668493057729072	FZD9	7	72848481
cg20693880	0.0326694044919565	PSMB6	17	4699478
cg20695057	0.014452692342636	TP53BP2	1	224034220
cg20695562	0.0220657854064863	USP33	1	78225636
cg20695587	0.287463591638067	TMPRSS11F	4	68995759
cg20696985	0.0234203975490521	SHF	15	45480429
cg20697204	0.786616627387395	C2orf61	2	47382593
cg20699736	0.315051795501637	VAX2	2	71127226
cg20700904	0.0110812509900738	HNRNPH3;PBLD	10	70091499
cg20701850	0.0121914443974088	RECQL;GOLT1B	12	21655265
cg20702327	0.0154341756723883	CSNK2A1	20	524484
cg20707333	0.982370589246109	PPP1R3D;C20orf177	20	58514079
cg20707345	0.984833412561567	PARD6A;ACD	16	67695867
cg20708411	0.0155718435621016	CSNK1G3	5	122847581
cg20712430	0.0193190980441299	KREMEN2	16	3013923
cg20713333	0.0130907107827862	RG9MTD2;MTTP	4	100484892
cg20713492	0.0921384409504714	AQP10	1	154293482
cg20714328	0.925237915181838	THBS4	5	79331850
cg20715219	0.015817059014557	DDX17	22	38902282
cg20715764	0.469988988840872	ZNF264	19	57702697
cg20716064	0.0109620065544536	USP6NL	10	11652950
cg20716119	0.16548779534951	CDH1	16	68771763
cg20716209	0.0643998086378853	STAT3	17	40541270
cg20716571	0.05852009449914	WDR37	10	1102456
cg20716945	0.00972484794975325	USP38	4	144106096
cg20717059	0.0241521826711853	FAM167A	8	11324817
cg20718816	0.425637301610114	LTBP2	14	75078842
cg20720686	NA	POR	7	75582881
cg20721467	0.808245256854452	MYST4	10	76597927
cg20723355	0.6969561983628	FBXO39	17	6679597
cg20724073	0.00912742709169337	MLX	17	40719654
cg20725021	0.55543067132457	MASP1	3	187009575
cg20727114	0.0439230016640995	CPT1C;C19orf76	19	50194120
cg20727362	NA	CYB5R3	22	43045952
cg20728496	NA	NADSYN1	11	71163555
cg20728639	0.0155802398417719	ABTB2	11	34379053
cg20731798	0.0201618884377602	C11orf74;RAG2	11	36616365
cg20732137	NA	GMEB2	20	62251227
cg20732367	0.0380047721295549	LRRFIP1	2	238601467
cg20736065	0.0103800899241836	MSI2	17	55334276
cg20737712	NA	TBRG1	11	124492803
cg20739508	0.142592380664604	NA	NA	0
cg20739510	0.0283108353385539	PEX14	1	10534809
cg20740029	0.165609558537449	SLC5A8	12	101603835
cg20743744	0.514569134014584	C4orf42;CTBP1	4	1243849
cg20744464	0.0682956830806616	MFI2	3	196756875
cg20744809	0.0174911135696272	FTSJD1	16	71323116
cg20747455	0.922520559106978	MATN4	20	43933383
cg20748065	0.850404077568573	POR	7	75583421
cg20750215	0.0194567617609102	JUNB	19	12901966
cg20751395	0.922729751254747	KCNQ1	11	2594153
cg20752438	0.036169978500977	C9orf128;TMEM8B	9	35829112
cg20755353	0.0234566633565109	SSU72	1	1510883
cg20757196	NA	SNORD60;TRAF7	16	2206320
cg20757526	0.012685315635926	DCXR	17	79995330
cg20757758	NA	PPCS;ZMYND12	1	42922000
cg20757912	0.0304378873139748	SSBP2	5	81047188
cg20758803	0.00673844980945757	MAGI3	1	113933172
cg20760063	0.0189911537435493	NBR2;BRCA1	17	41277580
cg20761322	0.137549010386564	CIB2	15	78423564
cg20764656	0.697675341798368	GPX2	14	65410479
cg20767356	0.974959451056122	HORMAD1	1	150693100
cg20767936	0.019747609173155	ASNSD1	2	190526040
cg20768743	0.281561270704794	CD226	18	67624846
cg20769102	NA	POLR2K	8	101162761
cg20769774	NA	CYLD	16	50775476
cg20769842	0.703385706500299	MKRN3	15	23810238
cg20770175	0.535807995867957	COL3A1	2	189839474
cg20770311	0.0122378459984726	SMPD1	11	6411396
cg20770803	0.0146810117253171	CNTD1;CCDC56	17	40950659
cg20771670	0.137794529183422	PHLDA3	1	201438018
cg20772904	0.0326170783762056	SHCBP1	16	46654722
cg20773127	0.407775197048517	ENPEP	4	111397155
cg20774846	0.783199623516886	DPYS	8	105479420
cg20775254	NA	PROM2	2	95940705
cg20775840	0.445682575625663	G3BP1	5	151150431
cg20775959	0.0817047816791718	ARNT2	15	80696264
cg20776317	0.9004296393169	SNAPC4	9	139292793
cg20777437	NA	CDCP2	1	54619703
cg20778294	0.0119138522035771	PPRC1	10	103892833
cg20778669	0.934264855575677	MGMT	10	131355217
cg20779414	0.0164744727795423	STAT6	12	57505882
cg20780953	0.0170998984654753	RAB3D	19	11450511
cg20781140	0.0154301763530836	GPR155	2	175352216
cg20781967	0.379447742243873	NINJ2	12	772688
cg20782689	NA	OXA1L	14	23234972
cg20784775	0.380697914367673	TMTC1	12	29937585
cg20785344	0.0165499376974458	PGAM5	12	133287770
cg20786074	0.674796630131657	EFEMP1	2	56150255
cg20787196	0.0440448914694864	ITPR2	12	26987031
cg20788083	NA	VPS33B	15	91566802
cg20789620	0.384582792553333	FSD1	19	4304334
cg20789691	0.736584716804168	RLN1	9	5340039
cg20789824	0.830086232664761	NA	NA	0
cg20790056	0.763710434530935	TMIGD2	19	4303012
cg20790540	0.53350797358055	PTCRA	6	42884350
cg20791593	0.869779817306774	NEU4	2	242751796
cg20791841	0.0169500439583857	MORG1;MAN2B1	19	12777736
cg20792062	0.684361073960697	KCNA5	12	5153288
cg20792294	0.659582672534726	IGF2AS;INS-IGF2;IGF2	11	2165425
cg20792833	0.66694261197813	PTPRCAP	11	67205195
cg20793071	0.435998595943913	C1orf83;TMEM59	1	54520450
cg20795401	NA	ITGA6	2	173291908
cg20795863	0.94125108622495	NEU2	2	233896119
cg20795913	0.526978253702081	MLX	17	40718830
cg20797216	0.360832678554703	FBN3	19	8212234
cg20797699	0.0553783539893903	LIMD2	17	61776851
cg20797766	0.0176528896614636	PRSS27	16	2770866
cg20798152	0.698559053486856	CARTPT	5	71014900
cg20801056	0.0156244254071337	MBP	18	74844767
cg20802051	0.0210859342587577	AK3L1	1	65613403
cg20802392	0.771855464975121	CTSK	1	150780684
cg20803370	0.0141613803689703	PPOX	1	161136162
cg20804101	0.686440446991993	SLC6A13	12	371916
cg20804555	0.611766439327786	GSC	14	95235869
cg20804821	0.254917995690394	NA	NA	0
cg20807545	0.557858082351654	ADAMTS18	16	77469538
cg20807701	0.0250117456717208	THAP5;DNAJB9	7	108209641
cg20808145	0.171231606689586	KLC2	11	66025705
cg20811273	0.0229257354673657	CASP3;CCDC111	4	185570979
cg20811389	0.100564449162682	NA	NA	0
cg20811607	0.422192719305395	PPIL6;SMPD2	6	109760831
cg20812929	0.18996818906315	DHRS4L2	14	24458345
cg20813773	0.0137495313433748	C5orf36;ANKRD32	5	93953866
cg20815063	0.0117903014454878	ANKRD49;MRE11A	11	94227320
cg20816612	0.064982317199813	PHKA1	X	71933629
cg20821095	0.0183302597175359	FADD	11	70049116
cg20822579	0.0643736926728525	RIPK3	14	24809073
cg20822628	0.960720107711499	GATA5	20	61041592
cg20824576	0.00790993587216811	CD47	3	107809695
cg20825323	0.111312116514656	IGBP1	X	69353047
cg20828084	0.760245697260589	KIAA1199	15	81070851
cg20830531	0.0105592750162392	SPATA5;NUDT6	4	123844416
cg20831492	0.0308706819234496	BET1	7	93633593
cg20831708	0.771547290592388	SEC31B	10	102279373
cg20832009	0.161782343231055	STARD8	X	67867718
cg20832020	0.422082684768573	TIGIT	3	114012912
cg20833786	NA	MRGPRX3	11	18141393
cg20835282	0.0750297129231678	C3orf62	3	49314454
cg20837735	0.399108357053494	SERPINB5	18	61144177
cg20839025	0.240169001164737	NA	NA	0
cg20839149	0.204963705272087	SH2D2A;NTRK1	1	156786601
cg20839219	0.0217739243589382	SLC39A6;ELP2	18	33710235
cg20840847	0.399033231324747	APBA2	15	29213626
cg20842040	0.253677066835233	PRPS2	X	12809608
cg20843052	0.0217521579786961	KIAA1841	2	61293725
cg20845050	0.196433606129653	ZNF7	8	146053666
cg20847746	0.759264100057336	S100A13;S100A1	1	153600865
cg20848130	0.795416340939485	GJC2	1	228337776
cg20849549	0.0189225410382318	PTEN;KILLIN	10	89623138
cg20849987	0.939411213749864	LUZP4	X	114524470
cg20850582	0.0254271287225331	LRBA	4	151936449
cg20850981	NA	ZNF323;ZKSCAN3	6	28322103
cg20851097	0.523732794424011	SPTB	14	65289835
cg20851245	0.946629551699651	STK36;RNF25	2	219538212
cg20852286	0.0306993885209247	NSUN3;DHFRL1	3	93781624
cg20853593	0.0311546443513441	NA	NA	0
cg20854748	0.0161633338857857	PIP5K1A	1	151170914
cg20855303	0.150162916208484	REPS2	X	16965405
cg20855344	NA	NR1D2	3	23986090
cg20855565	0.464805867306897	TRIM58	1	248020350
cg20856064	0.0516323648388476	P4HTM	3	49027210
cg20856436	0.0246182593943872	RPS27A;C2orf63	2	55459612
cg20856834	0.306536018173421	OR12D3	6	29342522
cg20857253	0.154274418559162	TCP10L	21	33957290
cg20857455	0.0309481496866778	CPNE8	12	39300142
cg20857947	0.106377198300711	NA	NA	0
cg20858478	0.0327177072003224	NA	NA	0
cg20858526	0.721975685826563	CTRC	1	15765065
cg20859470	0.0143772514680911	RPS27	1	153963593
cg20861607	0.0646731426290972	CHRNA7	15	32323114
cg20862119	0.885908089347605	KRT76	12	53171017
cg20862496	0.918044740717797	SLURP1	8	143823734
cg20864636	0.928587725277407	GARNL3	9	130025713
cg20865068	0.0159775994845617	TM9SF2	13	100153453
cg20866788	0.0157171472519428	ARL1	12	101802016
cg20867633	0.0423563356620922	GOLT1A	1	204183116
cg20868410	0.0144693198975924	HBEGF	5	139726466
cg20869203	0.0790392042723164	LHFPL1	X	111923211
cg20869710	0.0155135990150564	PDHX;APIP	11	34938234
cg20870362	0.695341390644333	CCIN	9	36169175
cg20870559	0.448731588757182	OAS2	12	113416518
cg20872461	0.0126905277155164	RFC4	3	186524196
cg20876010	0.19634790706018	CACHD1	1	64971752
cg20877313	0.0783831623683345	GLS2	12	56881753
cg20878850	0.639243227342392	AR	X	66763685
cg20879768	0.912802614089197	KATNAL2;TCEB3B	18	44562136
cg20879959	0.0320169489709537	HLA-A	6	29910208
cg20880234	0.029800726399526	ZMYM2	13	20531619
cg20881054	0.329983832545564	VASH1	14	77228508
cg20881888	0.0725649496043992	ZMYND10	3	50383079
cg20881910	0.669144343450013	NTM	11	131780332
cg20882852	0.0253534641376348	SERINC1;PKIB	6	122792503
cg20884362	0.649880782077637	C21orf67;C21orf70	21	46358702
cg20884697	0.0232114556490655	MANEA	6	96025221
cg20885089	0.0138630460186979	AMPD2	1	110162701
cg20886062	0.00949065090677405	DCI	16	2301787
cg20887241	0.765277676293957	HTR1D	1	23522636
cg20887455	0.0127539640792647	PHB	17	47491840
cg20888386	0.309181929144413	CRYBA2	2	219858260
cg20888907	0.0422576283467172	LETM2	8	38244244
cg20890210	0.685690401818625	KCNB2	8	73450181
cg20891301	0.733275138119383	MSX1	4	4864711
cg20891917	NA	IFRD1	7	112064031
cg20892287	0.293988928442664	RICS	11	128893851
cg20893022	0.115000711374411	MIR7-3;C19orf30	19	4769214
cg20895028	0.783922529827153	CDH26	20	58533443
cg20895877	0.744183805587144	PRIMA1	14	94254586
cg20896197	0.0133269813796475	KIF20B	10	91461107
cg20897667	0.595730459404873	MIMT1;PEG3;ZIM2	19	57351213
cg20899053	0.0768612536892632	MNX1	7	156803197
cg20899321	NA	LRRC32	11	76380605
cg20900524	NA	PPT1	1	40563271
cg20902737	0.0293029211647415	CCDC103;EFTUD2	17	42976442
cg20903926	0.973748617156452	C1orf177	1	55271677
cg20904010	0.37285446549745	SYN3	22	33402393
cg20904141	0.0145785506932969	NA	NA	0
cg20906802	0.888799613770426	OPN5	6	47749786
cg20907471	0.408472047228858		20	21679525
cg20908204	0.170820366573115	DMPK	19	46285434
cg20908993	0.00786590160191382	EIF2S1;ATP6V1D	14	67826378
cg20909686	0.120034514161189	OVOL1	11	65554042
cg20910436	0.0339439030122963	P4HA1	10	74856386
cg20910746	0.504561174226913	BBOX1	11	27062416
cg20913782	0.0112854689896311	C1orf212	1	35325533
cg20914508	0.536719816886791	GAP43	3	115342333
cg20916483	0.00878647504620118	FAM160A2	11	6255841
cg20916523	0.383011364197956	VHL	3	10184584
cg20917484	0.0225443480893729	GAPDH	12	6644066
cg20918903	0.0180774908952139	KDM3A	2	86668501
cg20919133	0.263083261755399	NA	NA	0
cg20919556	0.0176855304831414	CNKSR3	6	154832050
cg20919799	0.0265013972243794	CDKN1C	11	2906667
cg20922422	0.0885970042671401	PCYT1B	X	24665669
cg20923575	0.0187783754547018	MTMR4	17	56596273
cg20924286	0.0868226105915152	CLDN11	3	170136159
cg20925178	0.0272952990541691	CWF19L1	10	102027628
cg20925482	0.00955824274355988	C20orf111	20	42839882
cg20925811	0.539824835629262	MMP9	20	44638517
cg20925954	NA	DUSP5	10	112256640
cg20925955	0.97722149437072	TIAM2	6	155412182
cg20927059	0.0916011873541452	TFCP2	12	51567112
cg20930618	0.0173221571059289	VPS72	1	151162157
cg20931907	0.934761795991252	CXorf67	X	51149742
cg20932053	NA	CPM	12	69358093
cg20932765	0.0308714735325471	TRIM33	1	115054143
cg20935106	0.0460013746815463	TAPBPL;LOC678655	12	6561229
cg20937139	0.248642704790758	PDGFC	4	157892758
cg20938286	0.0075296270559651	CLDND1	3	98241925
cg20938359	0.0811597814199859	SLC6A12	12	322250
cg20938689	0.469438732253625	NA	NA	0
cg20939319	0.128646780575768	TEX15	8	30707701
cg20940661	0.227189313660122	KCNS3	2	18060086
cg20945531	0.563865027907016	FLJ34503	6	114225012
cg20947775	0.0179203946049966	SCD5	4	83720240
cg20948472	0.0434556532624468	ZMAT2	5	140079847
cg20950011	0.521852846089752	CIDEA	18	12254377
cg20950277	0.883077871537162	TNIP3	4	122085241
cg20951444	0.471135624887875	FNDC5	1	33337112
cg20951539	NA	PXT1	6	36367819
cg20951726	0.0312235499513768	MTMR9	8	11142737
cg20951821	0.0135096817301174	ENC1	5	73937141
cg20953047	0.854005109501993	PIGR	1	207120022
cg20955688	0.616819782132801	TMEM71	8	133772889
cg20955831	0.0108442942162681	LRRC16A	6	25279788
cg20956314	0.938808926205006	XYLB	3	38387299
cg20956373	0.0183255640990765	USP48	1	22109557
cg20957193	0.0130297130624428	ZNRF1	16	75032774
cg20959523	0.180407842369101	FIGN	2	164592477
cg20959866	0.629731552563668	AJAP1	1	4714008
cg20964758	0.0521490779668763	ENOX2	X	130037157
cg20965815	0.702652179523526	DPCR1	6	30919513
cg20966551	0.015433711938217	MAST1	19	12949060
cg20966972	0.0240380521024258	MYST3	8	41909463
cg20967028	0.924378032129286	ART4	12	14996272
cg20967220	0.276541418316758	GCM1	6	53013647
cg20969242	0.024551444918737	GON4L	1	155827044
cg20969846	0.0164650861880883	DIDO1;C20orf11	20	61570221
cg20970875	0.015507628069107	KANK3	19	8408337
cg20972214	0.312038014833775	SLC2A3	12	8088818
cg20972416	0.0138209627702674	NHEJ1	2	220025218
cg20972495	0.880390063180304	NA	NA	0
cg20972543	0.0125414109614425	HERC3	4	89514177
cg20972553	0.957886142744982	JDP2	14	75898937
cg20973210	0.389151845156531	C19orf35	19	2282729
cg20974196	0.0445038936807981	CFD	19	859983
cg20975478	0.0613960408207379	CCDC24	1	44457319
cg20977411	0.0325636475807523	PMVK	1	154909454
cg20977864	0.581623181653905	HYDIN	16	71264290
cg20979602	0.0135731015139676	PAPD4	5	78908130
cg20979799	0.357543905946889	RFX6	6	117198560
cg20979896	0.0145255667970334	PDRG1	20	30539958
cg20980592	0.372002970687462	MEP1A	6	46761035
cg20981615	0.852724619803565	TXK	4	48136280
cg20981893	0.0455105576772287	HSD11B2	16	67465461
cg20982583	0.00924330936523179	POLR2F;C22orf23	22	38349717
cg20985014	0.712536045373919	WISP3	6	112374151
cg20986134	0.0169669701257261	LMNB1	5	126112439
cg20987610	0.87564733508472	CDH17	8	95222020
cg20988616	0.587801450049158	ENPP3	6	131958144
cg20988728	0.0143529024695865	PIK3IP1	22	31688502
cg20991095	NA	USP49	6	41863098
cg20991801	0.0289535199770648	CDK13	7	39990729
cg20993403	0.214555743023831	EPB41L1	20	34700329
cg20994561	NA	BAI1	8	143544400
cg20994801	0.705933108431466	PIK3CD	1	9711398
cg20998885	0.836769069753858	C20orf79	20	18794833
cg20999813	0.0102421434182637	USP10	16	84734014
cg20999934	0.0158285867106555	SUGT1P1;NFX1	9	33290511
cg21000021	0.0437284517221719	MYBBP1A	17	4458969
cg21003606	NA	CALN1	7	71877237
cg21004129	NA	CXCR1	2	219032024
cg21006686	0.412953007642987	NOS1	12	117800240
cg21008709	0.0342421001480375	SEC22C	3	42622950
cg21008828	0.0542347966815255	TNK2	3	195634965
cg21010050	0.0106833258369154	TBC1D23	3	99979819
cg21010197	0.0110491237456844	CDCA8	1	38158425
cg21010262	0.0133923057947987	C9orf116;MRPS2	9	138391250
cg21011830	0.0213493289083417	RPL18AP3;RPL18A	19	17970855
cg21012874	0.428117475473034	SNCG;MMRN2	10	88718393
cg21016177	0.0223625646234463	EXOC7	17	74100207
cg21017752	0.0818876949156808	PPP1R3C	10	93393203
cg21019522	0.588363177250938	SLC22A18;SLC22A18AS	11	2920789
cg21019820	0.0111250592719598	MIR191;NDUFAF3;DALRD3	3	49059209
cg21020082	0.0291857569360794	FAM134A;C2orf24	2	220042127
cg21020710	NA	ZNF544	19	58739803
cg21021629	0.905680406395253	NRIP1	21	16340722
cg21022247	0.863685971877426	BIN2	12	51718310
cg21022395	0.872938977015195	SHOC2	10	112722440
cg21022435	0.685678327741358	NFRKB	11	129763918
cg21023001	0.231780846393114	CD93	20	23067088
cg21023114	NA	IFNA14	9	21241233
cg21023770	0.840967646291383	C20orf165	20	44517227
cg21024145	0.0105446040895061	RPS15A	16	18801635
cg21024391	0.0157045874778621	NA	NA	0
cg21026663	0.0219381841222823	HIST1H4D	6	26189234
cg21028326	0.0185166511353169	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.109387098825947	TMEM185A	X	148713678
cg21030598	0.653132406594688	PAK2	3	196466425
cg21032203	0.0266299085111018	ZRANB2	1	71546840
cg21032583	0.950383889794518	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.0573122262173546	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0197168709729603	TGFBI	5	135364552
cg21035142	0.0669126171501536	CRYGN	7	151136940
cg21037570	0.0159891904096838	IMMT	2	86422857
cg21038229	0.0186370086643268	NA	NA	0
cg21038703	0.648591488498048	ASB16	17	42248358
cg21038964	0.0195866620305352	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.0124958923509024	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.0194337821994212	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.0137383528168716	DDB1;DAK	11	61100532
cg21044104	0.707073414881354	LYZL4	3	42451876
cg21045388	0.906482982832215	KIAA1026	1	15428172
cg21045917	0.524073318241608	ALAS2	X	55057395
cg21046413	0.0654601671218253	AIFM1	X	129299367
cg21046940	0.0129208524323495	DAP	5	10760858
cg21047206	0.617647252400881	PDE4DIP	1	145076221
cg21048501	0.112007032508328	MRPS24	7	43909515
cg21048669	0.27103434825507	CLEC3A	16	78056379
cg21049762	0.872936112790836	TCIRG1	11	67805456
cg21051046	0.224019759002581		7	155248393
cg21051086	0.270478495630859	PPP4R2	3	73046214
cg21051423	0.0161794119195532	MTBP;MRPL13	8	121457935
cg21052164	0.210327174904024	CHRNB2	1	154539977
cg21053015	0.256395288099201	SYNGR1	22	39746054
cg21053323	0.439159368458093	SUMO3	21	46237385
cg21053529	0.715928392200747	GJD2	15	35046760
cg21053748	0.0211622907788512	NDUFA4	7	10979772
cg21057046	0.183426220667696	NBL1	1	19970204
cg21057494	0.632659318994237	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0108769737135366	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.173929326864522	SLC22A8	11	62783543
cg21063899	0.419091279010172	SCEL	13	78109801
cg21065959	0.440167830101273	LCE1E	1	152758755
cg21065990	0.00962566717095547	TASP1	20	13619254
cg21066636	0.183583765480766	TM4SF5	17	4675292
cg21067846	0.926698859433401	MORC4	X	106228404
cg21068030	0.908087670505921	CYB5D1;LSMD1	17	7762413
cg21068152	0.0259010908261422	SIRT4	12	120740453
cg21068339	0.0141236252656857	DSP	6	7542819
cg21069922	0.0192294764934992	ERAL1	17	27182342
cg21070087	0.961918612672867	HECW1	7	43351538
cg21070730	0.0167611902833184	NA	NA	0
cg21072025	0.287050874094545	GNG8	19	47137863
cg21073927	0.488625427608847	GATA4	8	11562155
cg21075829	0.237923051909627	ESYT3	3	138153170
cg21076470	0.0295833282889935	MRPS14	1	174992744
cg21080294	0.0267730016561673	PRPS1	X	106871478
cg21081852	0.0588185835272268	TXNRD1	12	104680692
cg21081971	0.698210687878923	TRPC4	13	38444765
cg21084260	0.748253504392129	APOD	3	195311868
cg21085553	0.0263118513698759	NA	NA	0
cg21085625	0.00942629166878121	C2orf76;DBI	2	120124643
cg21085768	0.822986774016793	NA	NA	0
cg21086464	0.0204316399482621	PAK1	11	77184925
cg21087043	0.0831059782309039	NA	NA	0
cg21087137	0.507092421489816	GLIPR1L1	12	75728469
cg21087701	0.931338910354771	GPR119	X	129520113
cg21089667	0.989179821957651	HLTF	3	148805262
cg21090723	0.885545040172382	ALG13	X	110970253
cg21091629	0.0124468745480061	PGAP2	11	3829534
cg21091679	0.020160570339037	ELL2	5	95298142
cg21092324	0.541660600553683	MMRN1	4	90816310
cg21092462	0.169841614340356	KCNH1	1	211307761
cg21092687	0.0197014393381218	RECQL4;LRRC14	8	145743911
cg21093060	NA	TXLNA	1	32644693
cg21094154	0.36820039084445	NA	NA	0
cg21094669	0.609535893207628	GLRA3	4	175750109
cg21096399	0.768212717917941	MCAM	11	119188145
cg21096502	0.0125413329404281	CHCHD2	7	56174374
cg21096591	0.492530412972837	NA	NA	0
cg21096915	0.636291031285703	LOC84856	10	42971209
cg21096966	0.528397628824337	KLHL28;FAM179B	14	45432458
cg21097640	0.0231985957693162	POLR1D;LNX2	13	28195548
cg21098323	NA	OSCAR;NDUFA3	19	54605642
cg21099221	0.0118021404828527	SRM	1	11120574
cg21099326	0.00896125096013751	TRIM35;PTK2B	8	27168591
cg21099488	0.0510919539947737	PELI2	14	56585486
cg21101222	0.00933379479040465	ATOX1	5	151138161
cg21104946	0.0621923848996361	WNT7B	22	46373530
cg21105318	0.284106110289491	ITGB6	2	161056520
cg21109025	0.574722624849037	CCL2	17	32580869
cg21111471	0.759919826023463	FLRT1;MACROD1	11	63871000
cg21111868	NA	EGR4	2	73521089
cg21112925	0.0154835144839011	FAM96B;CES2	16	66968030
cg21114485	0.0185804161703704	UFSP2	4	186346747
cg21115977	0.524125548302461	GDF2	10	48416510
cg21115990	0.852344578512366	NA	NA	0
cg21116314	NA	ZNF266	19	9546752
cg21116410	0.0134302627952602	PEX12	17	33905650
cg21117584	0.0236018645488601	SNIP1	1	38019997
cg21119032	0.0253245588800266	LANCL1;CPS1	2	211341315
cg21120063	0.492473257417837	C2orf82	2	233734910
cg21120249	0.639958867586485	C9orf139;ABCA2	9	139921971
cg21120786	0.0974148142379487	SKAP2	7	26904188
cg21122529	0.0166963464811887	CHERP	19	16652680
cg21122774	0.793034789562271	SARDH	9	136604996
cg21123509	0.0131988153600103	POLD2	7	44163430
cg21123573	0.058396352839673	SIRT4	12	120740055
cg21126707	0.778663835604632	MYF5	12	81111012
cg21126943	0.160787076484038	CEACAM6	19	42259395
cg21129531	0.920346636698951	LRRC4;SND1	7	127670703
cg21130124	0.925995366379077	CALML5	10	5542328
cg21130374	0.0709044308972714	MX2	21	42734266
cg21132104	0.0150260821441723	SPATA5L1	15	45694354
cg21132577	0.429035649331903	MYOM2	8	1993528
cg21134096	0.0415694869919201	RHEB	7	151217883
cg21137417	0.850690929289218	SPP2	2	234959456
cg21137706	NA	TMEM5	12	64173304
cg21137707	0.901506151117705	PNMA5	X	152160917
cg21137823	0.0290123301585983	PRKCZ	1	1981270
cg21140292	0.0210662020530992	SMARCA2	9	2015788
cg21142158	0.0295830598822746	COG6	13	40229689
cg21142188	0.168121997159815	ATP7A	X	77166294
cg21142272	0.524904119782395	EXOC3L	16	67224341
cg21142398	0.857784320578844	GLIS1	1	54200078
cg21144270	NA	STK25	2	242448675
cg21144587	0.0209574417686234	GPN1;CCDC121	2	27851409
cg21145624	0.0961261245324053	MEIS3	19	47922899
cg21146268	0.0761620438237716	HIST1H2BE	6	26183508
cg21148892	0.671776244904554	CLEC4F	2	71047649
cg21151355	NA	GJB3	1	35246607
cg21152662	NA	TEC	4	48231543
cg21152671	0.187032926502707	TRAF1	9	123690586
cg21153758	0.0165814917209225	ITGA1;PELO	5	52083992
cg21154823	0.0135138746673746	FAM160B2	8	21947302
cg21161070	0.180608379872905	RACGAP1	12	50419399
cg21161651	0.00924104240808586	C11orf83;C11orf48	11	62439250
cg21162961	0.625156421802685	NA	NA	0
